Id,Name,Department,Course Code,Year Level,Total Classes,Attended Classes,Absent Classes,Late Classes,Attendance Rate,Risk Level,Status,Student Number
"4179","Alberto Silva","College of Arts & Sciences","BSM1","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-04179"
"1009","Alberto Diaz","College of Business & Accountancy","BSBA-MAN","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-01009"
"8006","Alberto Jimenez","College of Arts & Sciences","BSM2","FIRST_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-08006"
"3051","Alberto Cruz","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03051"
"7148","Alberto Velazquez","College of Criminology & Administration","BSISM1","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-07148"
"6500","Alberto Herrera","College of Teacher Education","BSEd-FIL1","THIRD_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-06500"
"5381","Alberto Santos","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05381"
"9050","Alberto Cruz","College of Business & Accountancy","BSBA-MAN12","FIRST_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-09050"
"2609","Alberto Jimenez","College of Teacher Education","BSEd-MAT","THIRD_YEAR","20","16","2","0","80","MEDIUM","ACTIVE","2025-02609"
"8935","Alberto Velazquez","College of Business & Accountancy","BSBA-MAN11","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08935"
"2828","Alberto Guzman","College of Teacher Education","BTVTEd-HEH","THIRD_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-02828"
"5150","Alberto Garcia","College of Business & Accountancy","BSBA-MAN7","FIRST_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-05150"
"6224","Alberto Navarro","College of Teacher Education","BSEd-MAN1","FOURTH_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-06224"
"4300","Alberto Santos","College of Arts & Sciences","BSP1","SECOND_YEAR","20","15","3","1","75","MEDIUM","ACTIVE","2025-04300"
"2402","Alberto Vargas","College of Teacher Education","BSEd-ENG","THIRD_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-02402"
"11141","Alberto Gomez","College of Criminology & Administration","BSPA2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11141"
"8006","Alberto Jimenez","College of Arts & Sciences","BSM2","FIRST_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-08006"
"11038","Alberto Galvan","College of Criminology & Administration","BSISM2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11038"
"833","Alberto Ramos","College of Business & Accountancy","BSREM","SECOND_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-00833"
"5381","Alberto Santos","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05381"
"8420","Alberto Ortiz","College of Business & Accountancy","BSA2","FIRST_YEAR","20","14","4","2","70","HIGH","ACTIVE","2025-08420"
"7215","Alberto Vega","College of Criminology & Administration","BSPA1","FIRST_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-07215"
"9960","Alberto Rivera","College of Teacher Education","BECEd2","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09960"
"1213","Alberto Sandoval","College of Business & Accountancy","BSBA-MAN2","THIRD_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-01213"
"6003","Alberto Salazar","College of Teacher Education","BECEd1","SECOND_YEAR","20","14","2","3","70","HIGH","ACTIVE","2025-06003"
"7240","Alberto Moreno","College of Criminology & Administration","BSPA1","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-07240"
"10142","Alberto Rivas","College of Teacher Education","BSEd-MAN2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10142"
"11021","Alberto Flores","College of Criminology & Administration","BSISM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11021"
"5231","Alejandro Lopez","College of Business & Accountancy","BSBA-MAN8","FOURTH_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-05231"
"1451","Alejandro Vega","College of Business & Accountancy","BSBA-HR","THIRD_YEAR","20","16","0","1","80","MEDIUM","ACTIVE","2025-01451"
"5877","Alejandro Aguilar","College of Computer Studies","BSIT1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-05877"
"10972","Alejandro Campos","College of Criminology & Administration","BSC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10972"
"10923","Alejandro Flores","College of Criminology & Administration","BSC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10923"
"696","Alejandro Flores","College of Business & Accountancy","BSA","FOURTH_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-00696"
"1823","Alejandro Ramos","College of Computer Studies","BSCS","FIRST_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-01823"
"7195","Alejandro Diaz","College of Criminology & Administration","BSISM1","THIRD_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-07195"
"10988","Alejandro Figueroa","College of Criminology & Administration","BSC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10988"
"11156","Alejandro Galvan","College of Criminology & Administration","BSPA2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11156"
"11188","Alejandro Luna","College of Criminology & Administration","BSPA2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11188"
"9641","Alejandro Medina","College of Computer Studies","BSCS2","FIRST_YEAR","20","17","1","0","85","LOW","ACTIVE","2025-09641"
"10700","Alejandro Cruz","College of Teacher Education","BTVTEd-HEH2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10700"
"9758","Alejandro Torres","College of Computer Studies","BSIT2","THIRD_YEAR","20","12","3","4","60","HIGH","ACTIVE","2025-09758"
"10697","Alejandro Reyes","College of Teacher Education","BTVTEd-HEH2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10697"
"4814","Alejandro Vega","College of Business & Accountancy","BSIA1","FIRST_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-04814"
"10758","Alejandro Cruz","College of Teacher Education","BTVTEd-II2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10758"
"836","Alejandro Fernandez","College of Business & Accountancy","BSREM","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-00836"
"7679","Alejandro Morales","International School of Hospitality & Tourism Management","BSHM1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07679"
"1831","Alejandro Rivera","College of Computer Studies","BSCS","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01831"
"4185","Alejandro Campos","College of Arts & Sciences","BSM1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04185"
"7143","Alejandro Castro","College of Criminology & Administration","BSISM1","THIRD_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-07143"
"10480","Alejandro Silva","College of Teacher Education","BSEd-MAT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10480"
"5098","Alejandro Figueroa","College of Business & Accountancy","BSBA-MAN6","THIRD_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-05098"
"10579","Alejandro Gutierrez","College of Teacher Education","BSEd-SCI2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10579"
"7534","Alejandro Valencia","College of Health Sciences","BSMedTech1","THIRD_YEAR","20","16","0","1","80","MEDIUM","ACTIVE","2025-07534"
"9391","Alejandro Molina","College of Business & Accountancy","BSBA-MAN14","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-09391"
"7484","Alejandro Rojas","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","16","1","0","80","MEDIUM","ACTIVE","2025-07484"
"980","Alejandro Castillo","College of Business & Accountancy","BSIA","FOURTH_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-00980"
"9264","Alejandro Reyes","College of Business & Accountancy","BSBA-HR2","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09264"
"10626","Alejandro Morales","College of Teacher Education","BTVTEd-HEH2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10626"
"3860","Alejandro Castro","International School of Hospitality & Tourism Management","BSTM","FOURTH_YEAR","20","12","4","2","60","HIGH","ACTIVE","2025-03860"
"3458","Alejandro Miranda","College of Engineering","BSCE-TEC","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03458"
"6768","Alejandro Garcia","College of Teacher Education","BTVTEd-HEH1","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-06768"
"8332","Alejandro Medina","College of Business & Accountancy","BSAIS2","THIRD_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-08332"
"5567","Alejandro Ruiz","College of Business & Accountancy","BSBA-BE1","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-05567"
"10300","Alejandro Alvarado","College of Teacher Education","BSEd-ENG2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10300"
"6492","Alejandro Miranda","College of Teacher Education","BSEd-FIL1","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-06492"
"10248","Alejandro Campos","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10248"
"4361","Alejandro Lopez","College of Business & Accountancy","ABA1","SECOND_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-04361"
"10160","Alejandro Vargas","College of Teacher Education","BSEd-MAN2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10160"
"7680","Alejandro Gutierrez","International School of Hospitality & Tourism Management","BSHM1","SECOND_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-07680"
"9145","Alejandro Bautista","College of Business & Accountancy","BSBA-MAN13","SECOND_YEAR","20","14","2","3","70","HIGH","ACTIVE","2025-09145"
"4689","Alejandro Flores","College of Business & Accountancy","BSMA1","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-04689"
"589","Alejandro Morales","College of Business & Accountancy","BSAIS","THIRD_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-00589"
"6242","Alejandro Sandoval","College of Teacher Education","BSEd-MAN1","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-06242"
"348","Alejandro Fernandez","College of Arts & Sciences","BSP","THIRD_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-00348"
"4718","Alejandro Maldonado","College of Business & Accountancy","BSREM1","THIRD_YEAR","20","15","3","1","75","MEDIUM","ACTIVE","2025-04718"
"1374","Alejandro Pena","College of Business & Accountancy","BSBA-MAN3","THIRD_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-01374"
"8972","Alejandro Castillo","College of Business & Accountancy","BSBA-MAN11","THIRD_YEAR","20","13","2","3","65","HIGH","ACTIVE","2025-08972"
"8832","Alejandro Jimenez","College of Business & Accountancy","BSBA-MAN10","THIRD_YEAR","20","15","0","2","75","MEDIUM","ACTIVE","2025-08832"
"11528","Alejandro Jimenez","International School of Hospitality & Tourism Management","BSHM2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11528"
"4289","Alejandro Velazquez","College of Arts & Sciences","BSP1","SECOND_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-04289"
"10027","Alejandro Molina","College of Teacher Education","BEEd-EC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10027"
"11283","Alejandro Mendoza","College of Engineering","BSCE-TEC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11283"
"1502","Alejandro Espinoza","College of Business & Accountancy","BSBA-MAN4","FIRST_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-01502"
"7210","Alejandro Ramirez","College of Criminology & Administration","BSPA1","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-07210"
"5372","Alejandro Vargas","College of Business & Accountancy","BSBA-HR1","SECOND_YEAR","20","13","2","2","65","HIGH","ACTIVE","2025-05372"
"8062","Alejandro Torres","College of Arts & Sciences","BSM2","FIRST_YEAR","20","10","1","4","50","HIGH","ACTIVE","2025-08062"
"5310","Alejandro Castro","College of Business & Accountancy","BSBA-HR1","FIRST_YEAR","20","14","4","2","70","HIGH","ACTIVE","2025-05310"
"7381","Alejandro Velazquez","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-07381"
"8156","Alejandro Contreras","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-08156"
"11261","Alejandro Ruiz","College of Engineering","BSCE-TEC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11261"
"2400","Alejandro Espinoza","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-02400"
"2131","Alejandro Ramos","College of Teacher Education","BECEd","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-02131"
"4661","Alejandro Maldonado","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","12","5","3","60","HIGH","ACTIVE","2025-04661"
"1697","Alejandro Castillo","College of Business & Accountancy","BSBA-BE","THIRD_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-01697"
"8675","Alejandro Cruz","College of Business & Accountancy","BSREM2","FIRST_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-08675"
"5927","Alejandro Rodriguez","College of Computer Studies","BSIS1","FOURTH_YEAR","20","14","2","2","70","HIGH","ACTIVE","2025-05927"
"7239","Alejandro Vargas","College of Criminology & Administration","BSPA1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-07239"
"9943","Alejandro Carrillo","College of Teacher Education","BECEd2","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09943"
"6053","Alejandro Castro","College of Teacher Education","BECEd1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-06053"
"11054","Alejandro Maldonado","College of Criminology & Administration","BSISM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11054"
"3476","Alejandro Guzman","College of Engineering","BSCE-TEC","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-03476"
"1929","Alejandro Estrada","College of Computer Studies","BSIT","THIRD_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-01929"
"8948","Alejandro Medina","College of Business & Accountancy","BSBA-MAN11","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-08948"
"7405","Alejandro Reyes","College of Engineering","BSELE-BRO1","FOURTH_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-07405"
"8029","Alejandro Santos","College of Arts & Sciences","BSM2","FOURTH_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-08029"
"11155","Alejandro Vega","College of Criminology & Administration","BSPA2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11155"
"1980","Alicia Cruz","College of Computer Studies","BSIT","SECOND_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-01980"
"2706","Alicia Miranda","College of Teacher Education","BSEd-SCI","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-02706"
"11686","Alicia Galvan","International School of Hospitality & Tourism Management","BSTM2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11686"
"1322","Alicia Reyes","College of Business & Accountancy","BSBA-MAN3","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-01322"
"6092","Alicia Torres","College of Teacher Education","BECEd1","THIRD_YEAR","20","10","1","4","50","HIGH","ACTIVE","2025-06092"
"3393","Alicia Garcia","College of Criminology & Administration","BSPA","THIRD_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-03393"
"9465","Alicia Mendoza","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-09465"
"3397","Alicia Salazar","College of Criminology & Administration","BSPA","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-03397"
"8656","Alicia Rojas","College of Business & Accountancy","BSREM2","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-08656"
"9478","Alicia Reyes","College of Business & Accountancy","BSBA-BE2","FIRST_YEAR","20","15","3","2","75","MEDIUM","ACTIVE","2025-09478"
"3411","Alicia Ruiz","College of Engineering","BSCE-TEC","SECOND_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-03411"
"2205","Alicia Morales","College of Teacher Education","BEEd-EC","THIRD_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-02205"
"11569","Alicia Gonzalez","International School of Hospitality & Tourism Management","BSHM2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11569"
"9407","Alicia Fernandez","College of Business & Accountancy","BSBA-BE2","FIRST_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-09407"
"10396","Alicia Estrada","College of Teacher Education","BSEd-FIL2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10396"
"11498","Alicia Galvan","College of Health Sciences","BSMedTech2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11498"
"5676","Alicia Mendoza","College of Computer Studies","ACT1","SECOND_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-05676"
"8695","Alicia Mendoza","College of Business & Accountancy","BSREM2","SECOND_YEAR","20","17","2","0","85","LOW","ACTIVE","2025-08695"
"640","Alicia Silva","College of Business & Accountancy","BSA","THIRD_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00640"
"7780","Alicia Dela Cruz","International School of Hospitality & Tourism Management","BSTM1","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-07780"
"9215","Alicia Rojas","College of Business & Accountancy","BSBA-HR2","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-09215"
"10264","Alicia Aguilar","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10264"
"9287","Alicia Morales","College of Business & Accountancy","BSBA-HR2","FIRST_YEAR","20","13","4","3","65","HIGH","ACTIVE","2025-09287"
"11420","Alicia Rivera","College of Health Sciences","BSMedTech2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11420"
"7678","Alicia Ortiz","International School of Hospitality & Tourism Management","BSHM1","FIRST_YEAR","20","15","0","3","75","MEDIUM","ACTIVE","2025-07678"
"4798","Alicia Rodriguez","College of Business & Accountancy","BSREM1","FOURTH_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04798"
"5965","Alicia Cruz","College of Computer Studies","BSIS1","THIRD_YEAR","20","12","3","3","60","HIGH","ACTIVE","2025-05965"
"7224","Alicia Bautista","College of Criminology & Administration","BSPA1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07224"
"4271","Alicia Jimenez","College of Arts & Sciences","BSP1","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-04271"
"11550","Alicia Morales","International School of Hospitality & Tourism Management","BSHM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11550"
"6915","Alicia Garcia","College of Maritime Education & Training","BSMT1","FIRST_YEAR","20","17","2","0","85","LOW","ACTIVE","2025-06915"
"680","Alicia Ortega","College of Business & Accountancy","BSA","THIRD_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-00680"
"11602","Alicia Vega","International School of Hospitality & Tourism Management","BSTM2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11602"
"7530","Alicia Figueroa","College of Health Sciences","BSMedTech1","SECOND_YEAR","20","15","3","2","75","MEDIUM","ACTIVE","2025-07530"
"4343","Alicia Ramirez","College of Business & Accountancy","ABA1","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-04343"
"394","Alicia Bautista","College of Arts & Sciences","BSP","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-00394"
"5081","Alicia Espinoza","College of Business & Accountancy","BSBA-MAN6","FOURTH_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-05081"
"6578","Alicia Padilla","College of Teacher Education","BSEd-MAT1","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-06578"
"2487","Alicia Cruz","College of Teacher Education","BSEd-ENG","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-02487"
"7545","Alicia Rojas","College of Health Sciences","BSMedTech1","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-07545"
"8437","Alicia Herrera","College of Business & Accountancy","BSA2","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-08437"
"1773","Alicia Castillo","College of Computer Studies","ACT","FOURTH_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-01773"
"5865","Alicia Gomez","College of Computer Studies","BSIT1","FIRST_YEAR","20","13","1","4","65","HIGH","ACTIVE","2025-05865"
"10049","Alicia Sandoval","College of Teacher Education","BEEd-EC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10049"
"371","Alicia Fernandez","College of Arts & Sciences","BSP","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-00371"
"8310","Alicia Diaz","College of Business & Accountancy","BSAIS2","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-08310"
"1980","Alicia Cruz","College of Computer Studies","BSIT","SECOND_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-01980"
"5553","Alicia Castillo","College of Business & Accountancy","BSBA-BE1","SECOND_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-05553"
"340","Alicia Martinez","College of Arts & Sciences","BSP","FIRST_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-00340"
"9333","Alicia Herrera","College of Business & Accountancy","BSBA-MAN14","FOURTH_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-09333"
"1644","Alicia Pena","College of Business & Accountancy","BSBA-BE","THIRD_YEAR","20","12","2","2","60","HIGH","ACTIVE","2025-01644"
"2447","Alicia Silva","College of Teacher Education","BSEd-ENG","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-02447"
"10907","Alicia Torres","College of Criminology & Administration","BSC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10907"
"1457","Alicia Fernandez","College of Business & Accountancy","BSBA-HR","FIRST_YEAR","20","14","2","2","70","HIGH","ACTIVE","2025-01457"
"8855","Alicia Medina","College of Business & Accountancy","BSBA-MAN10","FIRST_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-08855"
"2839","Alicia Reyes","College of Teacher Education","BTVTEd-HEH","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-02839"
"2967","Alicia Figueroa","College of Teacher Education","BTVTEd-II","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-02967"
"4649","Alicia Gutierrez","College of Business & Accountancy","BSMA1","THIRD_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-04649"
"8254","Alicia Velazquez","College of Business & Accountancy","ABA2","FIRST_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-08254"
"749","Alicia Vega","College of Business & Accountancy","BSMA","FIRST_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-00749"
"600","Alicia Gomez","College of Business & Accountancy","BSAIS","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00600"
"1163","Alicia Castro","College of Business & Accountancy","BSBA-MAN1","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-01163"
"7254","Alicia Rojas","College of Criminology & Administration","BSPA1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07254"
"10688","Alicia Vargas","College of Teacher Education","BTVTEd-HEH2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10688"
"587","Alicia Acosta","College of Business & Accountancy","BSAIS","THIRD_YEAR","20","14","3","2","70","HIGH","ACTIVE","2025-00587"
"8106","Alicia Castro","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-08106"
"35","Alicia Rojas","College of Arts & Sciences","ABCom","SECOND_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-00035"
"3753","Alicia Cruz","International School of Hospitality & Tourism Management","BSHM","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-03753"
"3625","Alicia Romero","College of Health Sciences","BSMedTech","FIRST_YEAR","20","11","3","6","55","HIGH","ACTIVE","2025-03625"
"732","Alicia Ortega","College of Business & Accountancy","BSMA","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-00732"
"1405","Alicia Luna","College of Business & Accountancy","BSBA-HR","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01405"
"3796","Alicia Navarro","International School of Hospitality & Tourism Management","BSHM","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-03796"
"9949","Alicia Contreras","College of Teacher Education","BECEd2","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09949"
"1691","Alicia Reyes","College of Business & Accountancy","BSBA-BE","THIRD_YEAR","20","14","2","3","70","HIGH","ACTIVE","2025-01691"
"8503","Alicia Mendoza","College of Business & Accountancy","BSMA2","THIRD_YEAR","20","14","1","2","70","HIGH","ACTIVE","2025-08503"
"10418","Alicia Rivas","College of Teacher Education","BSEd-MAT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10418"
"1687","Ana Torres","College of Business & Accountancy","BSBA-BE","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-01687"
"7953","Ana Vargas","College of Arts & Sciences","ABEng2","THIRD_YEAR","20","12","1","6","60","HIGH","ACTIVE","2025-07953"
"512","Ana Flores","College of Business & Accountancy","BSAIS","THIRD_YEAR","20","17","3","0","85","LOW","ACTIVE","2025-00512"
"9444","Ana Cruz","College of Business & Accountancy","BSBA-BE2","FIRST_YEAR","20","13","3","2","65","HIGH","ACTIVE","2025-09444"
"4886","Ana Vega","College of Business & Accountancy","BSIA1","SECOND_YEAR","20","16","2","0","80","MEDIUM","ACTIVE","2025-04886"
"7153","Ana Espinoza","College of Criminology & Administration","BSISM1","SECOND_YEAR","20","17","1","0","85","LOW","ACTIVE","2025-07153"
"8665","Ana Reyes","College of Business & Accountancy","BSREM2","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08665"
"9487","Ana Torres","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09487"
"9347","Ana Maldonado","College of Business & Accountancy","BSBA-MAN14","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-09347"
"6032","Ana Espinoza","College of Teacher Education","BECEd1","SECOND_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-06032"
"2615","Ana Fernandez","College of Teacher Education","BSEd-MAT","FIRST_YEAR","20","16","1","0","80","MEDIUM","ACTIVE","2025-02615"
"3528","Ana Ramirez","College of Engineering","BSELE-BRO","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-03528"
"6022","Ana Castillo","College of Teacher Education","BECEd1","THIRD_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-06022"
"8652","Ana Aguilar","College of Business & Accountancy","BSREM2","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-08652"
"3769","Ana Guzman","International School of Hospitality & Tourism Management","BSHM","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-03769"
